        0.00099999        0.00002669
        0.00199999        0.00005167
        0.00299998        0.00005989
        0.00399997        0.00005325
        0.00499997        0.00007889
        0.00599996        0.00009593
        0.00699995        0.00008795
        0.00799995        0.00012945
        0.00899994        0.00015601
        0.00999993        0.00014868
        0.01099993        0.00019847
        0.01199992        0.00030040
        0.01299991        0.00032159
        0.01399991        0.00037832
        0.01499990        0.00043900
        0.01599989        0.00046629
        0.01699989        0.00045328
        0.01799988        0.00042451
        0.01899987        0.00042264
        0.01999987        0.00045349
        0.02099986        0.00046718
        0.02199985        0.00053824
        0.02299985        0.00054325
        0.02399984        0.00058813
        0.02499983        0.00065282
        0.02599983        0.00071337
        0.02699982        0.00076481
        0.02799981        0.00087292
        0.02899981        0.00084782
        0.02999980        0.00083713
        0.03099980        0.00084272
        0.03199979        0.00087218
        0.03299978        0.00091974
        0.03399978        0.00092665
        0.03499977        0.00088074
        0.03599976        0.00091264
        0.03699976        0.00088650
        0.03799975        0.00088447
        0.03899974        0.00097141
        0.03999974        0.00101262
        0.04099973        0.00102227
        0.04199972        0.00117464
        0.04299972        0.00105467
        0.04399971        0.00118037
        0.04499970        0.00114947
        0.04599970        0.00121349
        0.04699969        0.00115901
        0.04799968        0.00122189
        0.04899968        0.00122259
        0.04999967        0.00122116
        0.05099966        0.00124428
